period,profit,leaching,wetstart
3,0.2502524913352381,0.0021211301622308,1
3,0.24476769293058662,0.0002561048438498,0
3,0.2471697795070732,0.1120859254930173,1
3,0.2435810586136331,0.0246123585671791,1
3,0.2505928210607934,2.719382184063935,1
3,0.2419948406221975,0.0001989482903575,1
3,0.2498803418413667,0.0001015180167551,1
3,0.2414038324192921,0.0,1
3,0.2505457551696471,0.0005590281315596,1
3,0.23312077619597862,4.418031035986279e-05,0
3,0.2448305130541085,0.0,1
3,0.2497862082445488,0.1307652996051721,1
3,0.2455097432594614,7.0486853492214765,1
3,0.23094328264515251,0.0,0
3,0.2410828649178594,0.0,1
